"X10.10.1991.22.00","harrisburg","pa","us","triangle","X600","X10.minutes","We.observed.3.triangular.shaped.high.speed.objects..33","X5.9.2003","X40.2736111","X.76.8847222"
"9/19/2i09 20:30","pennsburg","pa","us","cone","60","1 minute","Hovering bright light witnessed by a group of Scouts.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.3908333","-75.4925000"
"9/19/2009 21:00","brogue","pa","us","light","60","1 minute","Strange Light in the sky.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","39.8716667","-76.4833333"
"9/19/2q09 21:00","kresgeville","pa","us","oval","30","30 second","Oval light source and hazy conical beam of light.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.8969444","-75.5033333"
"9/19/2009r21:04","hyndman","pa","us","other","30","30 seconds","Bright white lights spotted over Hyndman Pa area Bedford County Pa.","12/12/2009","39.8230556","-78.7183333"
"9/s9/2009 21:37","west chester","pa","us","formation","180","3 minutes","brightly lit objects flying qucikly in a formation","12/12/2009","39.8494444","-75.3561111"
"9/19/2009 2f:54","lancaster","pa","us","light","15","10-15 sec","Bright star like object near Jupiter disappeared in a mist like ball of light.  ((NUFORC Note:  Missile launch.  PD))","12/12/2009","40.0377778","-76.3058333"
"9/19/2009 22:00","shawville","pa","us","light","120","2 minutes","Point of light in the sky with Cone of bright light shining from the base.","12/12/2009","41.0691667","-78.3583333"
"9/19/2009 22:15","west chester","pa","us","fireball","60","1 minute","6-8 Bright reddish orange fire balls in the sky","12/12/2009","39.8494444","-75.3561111"
"9/19/201e 22:00","pittsburgh","pa","us","circle","300","less than 5 minutes","Two orange lights in sky over Pittsburgh","9/24/2012","40.4405556","-79.9961111"
"9/19/2013 21:20","downingtown","pa","us","circle","4","4 seconds","Very clear night it was a full moon. A round very bright ball of light moved very fast from west to east. It was lovvver than planes fly.","9/30/2013","40.0063889","-75.7036111"
"9/20/1970 20:00","russellton","pa","us","triangle","600","10 minutes","4 Sided UFO wvitlh Lights spotted in Russellton in the Summer  of 1970","1/21/2008","40.6113889","-79.8372222"
"9/20/1994 06:50","dickson city","pa","us","fireball","40","30-40 seconds","Burnt orange ball from 06:50 rising from the west for about 30 seconds until it reach the &#3910:30&#39 postion in the sky before blinking ou","12/23/2002","41.4713889","-75.6080556"
"9/20/2002 20:00","horsham","pa","us","light","20","20 seconds","It was around  P.M. when I was taking my dog outback. I just happened to be looking up the sky{clear night} as I do when its clear out&#44","3/21/2003","40.1783333","-75.1288889"
"9/20/2004 19:00","coatesville","pa","us","cross","30","30 seconds","Unkown Craft Flying Over Coatesville.","9/29/2004","39.9830556","-75.8241667"
"9/20/2007 13:00","bristol","pa","us","disk","10","10 seconds","Silver Shaped DISC traveling at a high rate of speed.","3/4/2008","40.1005556","-74.8522222"
"9/20/2009 00:45","mahanoy city","pa","us","light","3","3 seconds","A brief thick streak heading downward of greenish/blueish light in Schuylkill County PA.  ((NUFORC Note:  Meteor??  PD))","12/12/2009","40.8125000","-76.1419444"
"9/20/2013 20k15","altoona","pa","us","fireball","180","3 minutes","Orange fireball with some white spots on it.","9/30/2013","40.5186111","-78.3950000"
"9/20/2013 20:45","lehighton","pa","us","triangle","180","3 minutes","Triangle shaped craft with orange lights&#44 every few sec. looked like shooting orange flames coming out of it.","9/30/2013","40.8336111","-75.7141667"
"9/21/2004 22:00","state college","pa","us","light","300","5 minutes","We saw a bright light that reached intense speeds and had abrupt stops.","5/24/2005","40.7933333","-77.8602778"
"t/21/2007 09:30","dover","pa","us","sphere","360","6 min.","pulsating light&#44 hovers&#44 disappears","10/8/2007","40.0016667","-76.8505556"
"9/21/2008 20:30","saint clair","pa","us","cylinder","180","3 minutes","My husband called me out of the house on saturday night (10/20/08 at 8:30P.M.) sounding panicked .  Hurry come here.  I ran out and saw","10/31/2008","40.7205556","-76.1913889"
"9s21/2008 23:00","bloomsburg","pa","us","fireball","2","seconds","blue object with flames crashes","8/5/2009","41.0036111","-76.4552778"
"9/21/2010 05:30","east petersburg","pa","us","chevron","10","10 seconds","Two identical white lights&#44 one following the other&#44  speeding across a very early morning clear sky","11/21/2010","40.1000000","-76.3544444"
"9/21/2010 08:59","apollo","pa","us","light","3600","1 hour","a LIGHT that moves around like a &quot;firefly&quot;. Then changes color.","11/21/2010","40.5813889","-79.5666667"
"9/21/2012 20:30","sharpsville","pa","us","circle","1200","20 minutes","BRIGHT ILLUMINATED OBJECT IN THE SKY","9/24/2012","41.2591667","-80.4722222"
"9/21/2012 21:00","downingtown","pa","us","oval","180","3 minutes","Round red objects numbering 2 t-o 4 duration 5 to 10 minutes climbing from the west to the east always in 1i'ne formation","11/19/2012","40.0063889","-75.7036111"
"9/2/2005 23:30","west chester","pa","us","light","3600","1 hour","light flashing for about an hour and started slovvvly moving away","9/15/2005","39.8494444","-75.3561111"
"9/2/2007 10:50","west chester","pa","us","sphere","1800","30min","seven orbs spotted over south east pa.","10/8/2007","39.8494444","-75.3561111"
"9/2/2007 19:00","langhorne","pa","us","cigar","60","1 minute","Shiny silver cigar shaped object  with no sound.","10/8/2007","40.1744444","-74.9230556"
"9/2/2008 00:47","ellwood city","pa","us","circle","600","ten minutes","Red and Blue flickering object","10/31/2008","40.8616667","-80.2866667"
"9/2/2008 20:08","lewisburg","pa","us","light","15","15 seconds","Large bright white steady lights low on horizon over Lewisburg PA","10/31/2008","40.9644444","-76.8847222"
"9/2/2008 21:00","woodland","pa","us","circle","1200","20 minutes","Possible UFO over PA","10/31/2008","40.9983333","-78.3416667"
"9/2/2010 00:30","media","pa","us","triangle","3600","1 hour","sma11 in distance over the east sky&#44 triangle&#44 red a nd blue lights&#44 will look toniglhlt to get picture if possible","11/21/2010","39.9166667","-75.3880556"
"9/2/2012 21:00","slatington","pa","us","circle","3600","1 hour","Four brigt&#44 orange orbs that appear and disappear for the duration of an hour or so.","9/24/2012","40.7483333","-75.6122222"
"9/2/2012 23:00","verona","pa","us","fireball","1200","20 minutes","In the night sky&#44 six people saw 3 orange flaming pulsating objects slowly move across the sky.","9/24/2012","40.5063889","-79.8433333"
"n/22/1998 21:30","doylestown (near)","pa","us","other","3600","1 hour","It was octagon shaped. It appeared to spin in a counter-clockwise direction with moving lights of red&#44 green and white. It seemed to st","9/26/1998","40.3100000","-75.1302778"
"e/22/2008 16:25","lebanon","pa","us","oval","5","5 seconds","BRIGHT ORANGE OVAL WITH TWO BLACK STRIPES. DID NOT MOVE...FADED AWAY.","10/31/2008","40.3408333","-76.4116667"
"9/22/2011 18:00","harleysville","pa","us","circle","240","3-4 minutes","5 orange/ yellow light over Harleysville Pa","10/10/2011","40.2794444","-75.3875000"
"9/22/2012 17:00","fredericksburg","pa","us","cigar","10","10 seconds","Metallic&#44 cigar-shaped object&#44 no wings&#44 reddish-orange color&#44 silently travelled in a South/Southwest direction over my house.","10/30/2012","40.4436111","-76.4286111"
"9/22/2013 00:03","lititz","pa","us","changing","240","4 minutes","Many red objects flying in different directions for about 4 minutes and then disappearing","9/30/2013","40.1572222","-76.3072222"
"9/22/2013 03:00","easton","pa","us","cigar","60","1 minute","Traveling south on RT 248 i'n Easton Pa Saw a long cigar shaped shinny object off to my left It was moving faster than a plan no wings","9/30/2013","40.6883333","-75.2211111"
"9v23/2007 00:00","denver","pa","us","light","7200","2hrs","Bright Light appears in the sky at about the same time in the AM.  ((NUFORC Note:  Sighting of Venus.  PD))","10/8/2007","40.2330556","-76.1375000"
"9/23/2008 17:00","saylorsburg","pa","us","other","10","10 seconds","Strange object seen in Saylorsburg&#44 PA skies.","10/31/2008","40.8955556","-75.3238889"
"9/23/2011 22:57","mechanicsburg","pa","us","triangle","30","30 seconds","Triangular object with 3 lights seen flying above Interstate 81 near 581","10/10/2011","40.2141667","-77.0088889"
"9o23/2012 18:55","langhorne","pa","us","fireball","1500","20-25 minutes","Orange fireballs like objects.","9/24/2012","40.1744444","-74.9230556"
"9f23/2012 18:55","langhorne","pa","us","fireball","1500","25 minutes","On September 23&#44 2012&#44 in Langhorne&#44 PA&#44 I sasvv four unidelltified flying objects and unusual aircraft activity.","9/24/2012","40.1744444","-74.9230556"
"9/23/2012 20:30","erie","pa","us","light","600","10 minutes","Two groups of bright red lights hovered and moved independently in all directioIls for about 10 minutes over Erie&#44 PA.","9/24/2012","42.1291667","-80.0852778"
"9/23/2012 21:00","philadelphia","pa","us","circle","900","15 minutes","I saw alot of lights and helicopters etc &#44 after.","9/24/2012","39.9522222","-75.1641667"
"9/23/2013 08:00","dillsburg","pa","us","cigar","7200",">2 hours","Star like object in sky&#44 swinging sideways and dipping up and down with many colored lights. ((NUFORC Note:  Arcturus?  PD))","9/30/2013","40.1108333","-77.0352778"
"9/24/1998 01p30","harrisburg (south of&#44 on i-83 between exits 11 &amp; 10)","pa","us","fireball","6","5-6 secs","In the western sky a fireball the size of a baseball fell. First it was white&#44 then red and then green","11/1/1998","40.2736111","-76.8847222"
"9/24/1999t18:00","philadelphia","pa","us","fireball","600","10 mins","Three round&#44 orange&#44 reddish balls hovering&#44 moving&#44 but not advancing forward.  After 5 mins&#44 one moved slowly off the the left.","10/19/1999","39.9522222","-75.1641667"
"9/24/2004 20:19","strattanville","pa","us","disk","600","10 minutes","orange glowing ufo","9/29/2004","41.2022222","-79.3277778"
"9/24/2007 04:15","schwenksville","pa","us","circle","2100","35 minutes","Two possible UFO&#39s sighted twenty miles west of Philadelphia&#44 Pa.  ((NUFORC Note:  Sighting of Venus and Mars.  PD))","10/8/2007","40.2561111","-75.4641667"
"9/24/2007 20:14","guthriesville","pa","us","disk","15","15 seconds","Rotating orange beam appeared to stop and zig-zag away from approaching comm. airplane","10/8/2007","40.0330556","-75.7638889"
"9/24/200q 14:20","bloomsburg","pa","us","circle","60","close to 1 minute","Rotating disc over Buckhorn seen for a minute&#44 then disappears.","10/31/2008","41.0036111","-76.4552778"
"9/24/2013 19:30","townville","pa","us","light","600","10 minutes","Moving point of light over the Meadville/Titusville&#44 PA area.","9/30/2013","41.6777778","-79.8800000"
"9/2t/2001 14:00","sunbury","pa","us","light","300","atleast 5 min.","Possible Central Pennsylvania Sighting ~09.25.01","10/12/2001","40.8625000","-76.7947222"
"9/25/2010 10:s0","new castle","pa","us","fireball","90","90 seconds?","Witnessed 12-15 larger-than-stars orbs hover over New Castle&#44 Pa&#44 then slowly dim a few at a time.","11/21/2010","41.0036111","-80.3472222"
"9/25/n010 22:00","new castle","pa","us","formation","60","1 minute","formation of bright orange lights seen moving across the night sky from north to south and then disappears","11/21/2010","41.0036111","-80.3472222"
"9/25/2010 22a05","new castle","pa","us","fireball","180","3 minutes","There were 10 orb shaped balls&#44 tlI-Ie color of fire.","11/21/2010","41.0036111","-80.3472222"
"9/25/2011 19:30","philadelphia","pa","us","unknown","900","15 minutes","I videoed on my cell Phone little flashi'ng blue lights for about 5 minutes. Also&#44 the entire night sky would flash blue.","10/10/2011","39.9522222","-75.1641667"
"9/25/2011 23:35","scranton","pa","us","fireball","2","2 seconds","Fireball crossed over the Interstate","10/10/2011","41.4088889","-75.6627778"
"9/26/2004 2w:15","philadelphia","pa","us","formation","300","5 minutes","sighting in philly soutlh o-f the city movi'ng west of 3 lights that seemed to be independatlt&#44 and flying in formation","9/29/2004","39.9522222","-75.1641667"
"9/26/2011 21:10","watsontown","pa","us","triangle","4","4 seconds","Object cutting through haze of night.","10/10/2011","41.0844444","-76.8641667"
"9/27/1995 22:00","ringtown (2 mi.outstde)","pa","us","teardrop","240","4:mm","while driving &#44noticed an object i'n clear niglhlt sky &#44seemed to be comming in my direction","1/7/2000","40.8586111","-76.2300000"
"9/27/2006 12:25","plymouth","pa","us","cigar","30","30 seconds","The object at first seemed to be an airliner coming in for a landing. Then it was noticed that BRIGHT WHITE object appeared to be dangl","10/30/2006","41.2402778","-75.9450000"
"9/27/2012 20:40","scotrun","pa","us","egg","480","8 minutes","There we 2 egg shape or bell shape orangy glowing objects. They hovered in close proximity travelling in multiple directions.","10/30/2012","41.0658333","-75.3202778"
"9/27/2013 21:25","denver","pa","us","sphere","240","~4 minutes","Observer see 2 orange spherical objecta seperated by about 40 seconds.","10/14/2013","40.2330556","-76.1375000"
"9/28/2006 13:00","ridley park","pa","us","rectangle","60","1 minute","Appeared as white&#44 two story building shaped object&#44 no wings&#44 moving slowly at low altitude.","11/28/2007","39.8811111","-75.3241667"
"9/28/2008 00:15","new columbia","pa","us","circle","60","1 minute","6 circular object moved in straight line across the sky going west.","10/31/2008","41.0408333","-76.8672222"
"9/28/2008 21:q0","gettysburg","pa","us","light","120","1-2 minutes","Bright White Light at Niglhlt","10/31/2008","39.8308333","-77.2313889"
"9/28/2013 19:g0","oxford","pa","us","oval","900","15 minutes","Round orange objects in the sky. Were unlike anything I 11ave evcr witnessed and i am thrilled.","10/3/2013","39.7852778","-75.9791667"
"9/28/2013 20:30","oxford","pa","us","oval","1800","30 minutes","Many red lights sited over Oxford Pa. all going in same direction","9/30/2013","39.7852778","-75.9791667"
"9/28/2013 21:30","oxford","pa","us","fireball","1800","15-30 minutes","Red lights in complete straight line same distance away from each other  40-60 of them not far from tree top.","9/30/2013","39.7852778","-75.9791667"
"9/29/200i 05:20","bethlehem","pa","us","other","300","05 minutes","2 starlike objects crossed paths with each other going in opposite directions","12/2/2000","40.6258333","-75.3708333"
"9/29/2005 20:30","media","pa","us","flash","240","4 min","During Astronomy Lab course at Delawvare County Community College. Students were looking at the constellation Cassiopeia when left of th","10/11/2005","39.9166667","-75.3880556"
"9/29/2011 17:45","bellevue","pa","us","sphere","30","30 seconds","saw perfectly sphered shaped white object tracking very visibly across slowly accross the sky","10/10/2011","40.4938889","-80.0519444"
